"","RunningID","IUID","ScenStart","ScenFut","Endemicity"
"2800",2800,"COD13946","IA","65A.xIA","Endemic (under MDA)"
"2801",2801,"NGA36376","IA","65A.xIA","Endemic (under MDA)"
"2802",2802,"CMR07604","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2803",2803,"CMR07515","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2809",2809,"CMR07456","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2813",2813,"CMR07454","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2814",2814,"COD13926","IA","65A.xIA","Endemic (under MDA)"
"2816",2816,"CMR07594","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2818",2818,"COD13965","IA","65A.xIA","Endemic (under MDA)"
"2819",2819,"COD14239","IA","65A.xIA","Endemic (under MDA)"
"2820",2820,"SSD44326","IA","65A.xIA","Endemic (MDA not delivered)"
"2822",2822,"CMR07440","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2823",2823,"SSD44331","IA","65A.xIA","Endemic (MDA not delivered)"
"2824",2824,"CMR07600","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2825",2825,"CMR07606","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2827",2827,"CMR07520","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2828",2828,"CMR07446","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2829",2829,"CMR07436","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2835",2835,"CAF09658","Rest","65B.xxA","Endemic (under MDA)"
"2836",2836,"COD13960","IA","65A.xIA","Endemic (under MDA)"
"2838",2838,"CMR07441","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2840",2840,"UGA49744","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2842",2842,"CMR07449","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2843",2843,"CMR07455","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2844",2844,"SSD44320","IA","65A.xIA","Endemic (MDA not delivered)"
"2848",2848,"COD13906","Rest","65B.xxA","Endemic (under MDA)"
"2849",2849,"COD13937","IA","65A.xIA","Endemic (under MDA)"
"2850",2850,"COD13958","IA","65A.xIA","Endemic (under MDA)"
"2851",2851,"COD14268","IA","65A.xIA","Endemic (under MDA)"
"2853",2853,"CMR07509","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2856",2856,"COD14276","IA","65A.xIA","Endemic (under MDA)"
"2860",2860,"COD14213","Rest","65B.xxA","Endemic (under MDA)"
"2867",2867,"SSD44322","IA","65A.xIA","Endemic (MDA not delivered)"
"2871",2871,"COD14285","IA","65A.xIA","Endemic (under MDA)"
"2874",2874,"COD13967","IA","65A.xIA","Endemic (under MDA)"
"2875",2875,"UGA49772","IA","65A.xIA","Endemic (under MDA)"
"2879",2879,"CMR07525","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2881",2881,"CMR07468","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2882",2882,"COD13932","Rest","65B.xxA","Endemic (under MDA)"
"2883",2883,"UGA49816","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2884",2884,"UGA49782","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2886",2886,"COD14252","IA","65A.xIA","Endemic (under MDA)"
"2887",2887,"CMR07586","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2888",2888,"COD13923","IA","65A.xIA","Endemic (under MDA)"
"2891",2891,"UGA49754","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2892",2892,"UGA49766","IA","65A.xIA","Endemic (under MDA)"
"2895",2895,"COD13943","Rest","65B.xxA","Endemic (under MDA)"
"2900",2900,"COD13911","IA","65A.xIA","Endemic (under MDA)"
"2904",2904,"UGA49707","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2905",2905,"UGA49710","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2907",2907,"COD13927","IA","65A.xIA","Endemic (under MDA)"
"2910",2910,"CMR07590","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2911",2911,"COD14243","Rest","65B.xxA","Endemic (under MDA)"
"2912",2912,"COD14234","IA","65A.xIA","Endemic (under MDA)"
"2914",2914,"COD14219","IA","65A.xIA","Endemic (under MDA)"
"2915",2915,"COD14288","IA","65A.xIA","Endemic (under MDA)"
"2917",2917,"UGA49784","IA","65A.xIA","Endemic (under MDA)"
"2918",2918,"UGA49712","IA","65A.xIA","Endemic (under MDA)"
"2920",2920,"UGA49713","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2921",2921,"UGA49755","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2923",2923,"UGA49734","IA","65A.xIA","Endemic (under MDA)"
"2925",2925,"CMR07589","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2926",2926,"COD13918","IA","65A.xIA","Endemic (under MDA)"
"2928",2928,"COD14216","IA","65A.xIA","Endemic (under MDA)"
"2929",2929,"COD14279","IA","65A.xIA","Endemic (under MDA)"
"2930",2930,"UGA49805","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2931",2931,"CMR07466","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2932",2932,"COD13955","Rest","65B.xxA","Endemic (under MDA)"
"2933",2933,"COD13952","IA","65A.xIA","Endemic (under MDA)"
"2934",2934,"COD13963","IA","65A.xIA","Endemic (under MDA)"
"2935",2935,"UGA49781","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2936",2936,"CMR07582","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2938",2938,"UGA49706","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2941",2941,"COD14230","IA","65A.xIA","Endemic (under MDA)"
"2942",2942,"COD13933","Rest","65B.xxA","Endemic (under MDA)"
"2945",2945,"COD13919","IA","65A.xIA","Endemic (under MDA)"
"2948",2948,"UGA49818","IA","65A.xIA","Endemic (under MDA)"
"2949",2949,"UGA49797","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2950",2950,"COD14245","IA","65A.xIA","Endemic (under MDA)"
"2951",2951,"UGA49801","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2952",2952,"COD13907","Rest","65B.xxA","Endemic (under MDA)"
"2954",2954,"UGA49793","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2955",2955,"CMR07581","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2957",2957,"COD13964","IA","65A.xIA","Endemic (under MDA)"
"2959",2959,"UGA49817","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2960",2960,"COD14235","IA","65A.xIA","Endemic (under MDA)"
"2963",2963,"COD14275","IA","65A.xIA","Endemic (under MDA)"
"2964",2964,"UGA49802","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2965",2965,"UGA49771","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2966",2966,"UGA49803","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2969",2969,"COD13936","IA","65A.xIA","Endemic (under MDA)"
"2971",2971,"COD13938","IA","65A.xIA","Endemic (under MDA)"
"2972",2972,"COD14262","IA","65A.xIA","Endemic (under MDA)"
"2973",2973,"COD14248","IA","65A.xIA","Endemic (under MDA)"
"2975",2975,"UGA49767","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2976",2976,"UGA49714","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2977",2977,"COG12813","Rest","65B.xxA","Endemic (under MDA)"
"2980",2980,"COG12789","Rest","65B.xxA","Endemic (under MDA)"
"2981",2981,"COD14225","IA","65A.xIA","Endemic (under MDA)"
"2982",2982,"COD14271","IA","65A.xIA","Endemic (under MDA)"
"2983",2983,"COD14263","IA","65A.xIA","Endemic (under MDA)"
"2984",2984,"UGA49709","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2985",2985,"UGA49794","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2987",2987,"GNQ16422","Rest","65B.xxA","Endemic (MDA not delivered)"
"2988",2988,"CMR07588","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2989",2989,"GAB20374","Rest","65B.xxA","Not reported"
"2990",2990,"COD14226","IA","65A.xIA","Endemic (under MDA)"
"2991",2991,"COD14261","IA","65A.xIA","Endemic (under MDA)"
"2994",2994,"COD14294","IA","65A.xIA","Endemic (under MDA)"
"2996",2996,"COD14272","IA","65A.xIA","Endemic (under MDA)"
"2999",2999,"UGA49715","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3001",3001,"GAB20376","Rest","65B.xxA","Not reported"
"3002",3002,"COD14218","IA","65A.xIA","Endemic (under MDA)"
"3003",3003,"UGA49711","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3004",3004,"UGA49751","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3006",3006,"GNQ16418","Rest","65B.xxA","Endemic (MDA not delivered)"
"3007",3007,"GNQ16420","Rest","65B.xxA","Endemic (MDA not delivered)"
"3008",3008,"GNQ16419","Rest","65B.xxA","Endemic (MDA not delivered)"
"3009",3009,"COG12814","Rest","65B.xxA","Endemic (under MDA)"
"3011",3011,"COD14222","IA","65A.xIA","Endemic (under MDA)"
"3013",3013,"COD13912","Rest","65B.xxA","Endemic (under MDA)"
"3014",3014,"COD14291","IA","65A.xIA","Endemic (under MDA)"
"3015",3015,"COD13992","IA","65A.xIA","Endemic (under MDA)"
"3016",3016,"COD14240","IA","65A.xIA","Endemic (under MDA)"
"3017",3017,"COD14277","IA","65A.xIA","Endemic (under MDA)"
"3018",3018,"GNQ16421","Rest","65B.xxA","Endemic (MDA not delivered)"
"3020",3020,"UGA49733","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3021",3021,"COD14253","IA","65A.xIA","Endemic (under MDA)"
"3022",3022,"UGA49743","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3023",3023,"GNQ16426","Rest","65B.xxA","Endemic (MDA not delivered)"
"3025",3025,"COD14246","IA","65A.xIA","Endemic (under MDA)"
"3026",3026,"UGA49810","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3028",3028,"COD14249","IA","65A.xIA","Endemic (under MDA)"
"3029",3029,"COD14224","IA","65A.xIA","Endemic (under MDA)"
"3035",3035,"GNQ16427","Rest","65B.xxA","Endemic (MDA not delivered)"
"3036",3036,"GAB20378","Rest","65B.xxA","Not reported"
"3037",3037,"COD14269","IA","65A.xIA","Endemic (under MDA)"
"3038",3038,"UGA49708","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3039",3039,"COD14270","IA","65A.xIA","Endemic (under MDA)"
"3041",3041,"GNQ16417","Rest","65B.xxA","Endemic (MDA not delivered)"
"3043",3043,"GNQ16424","Rest","65B.xxA","Endemic (MDA not delivered)"
"3044",3044,"COD13913","IA","65A.xIA","Endemic (under MDA)"
"3045",3045,"COD14280","IA","65A.xIA","Endemic (under MDA)"
"3047",3047,"UGA49812","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3048",3048,"UGA49798","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3049",3049,"STP39142","Rest","65A.IDA","Endemic (under MDA)"
"3050",3050,"COD14233","IA","65A.xIA","Endemic (under MDA)"
"3051",3051,"UGA49756","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3052",3052,"GNQ16425","Rest","65B.xxA","Endemic (MDA not delivered)"
"3053",3053,"COD13925","IA","65A.xIA","Endemic (under MDA)"
"3054",3054,"COD14227","IA","65A.xIA","Endemic (under MDA)"
"3055",3055,"COD14250","IA","65A.xIA","Endemic (under MDA)"
"3059",3059,"COD14223","IA","65A.xIA","Endemic (under MDA)"
"3060",3060,"UGA49719","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3064",3064,"GNQ16428","Rest","65B.xxA","Endemic (MDA not delivered)"
"3065",3065,"COD13935","IA","65A.xIA","Endemic (under MDA)"
"3067",3067,"COD14228","IA","65A.xIA","Endemic (under MDA)"
"3068",3068,"COD14281","IA","65A.xIA","Endemic (under MDA)"
"3070",3070,"UGA49732","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3071",3071,"GNQ16423","Rest","65B.xxA","Endemic (MDA not delivered)"
"3074",3074,"GAB20365","Rest","65B.xxA","Not reported"
"3075",3075,"COG12822","Rest","65B.xxA","Endemic (under MDA)"
"3076",3076,"COD13941","IA","65A.xIA","Endemic (under MDA)"
"3077",3077,"COD13901","IA","65A.xIA","Endemic (under MDA)"
"3080",3080,"UGA49804","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3083",3083,"COD13910","IA","65A.xIA","Endemic (under MDA)"
"3084",3084,"COD13956","IA","65A.xIA","Endemic (under MDA)"
"3085",3085,"UGA49746","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3088",3088,"GAB20364","Rest","65B.xxA","Not reported"
"3089",3089,"UGA49747","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3091",3091,"GNQ16416","Rest","65B.xxA","Endemic (MDA not delivered)"
"3092",3092,"COD14231","IA","65A.xIA","Endemic (under MDA)"
"3093",3093,"UGA49799","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3095",3095,"UGA49763","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3100",3100,"COD14289","IA","65A.xIA","Endemic (under MDA)"
"3101",3101,"COD14244","Rest","65B.xxA","Endemic (under MDA)"
"3102",3102,"COD14292","Rest","65B.xxA","Endemic (under MDA)"
"3107",3107,"COD13924","IA","65A.xIA","Endemic (under MDA)"
"3109",3109,"UGA49773","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3110",3110,"UGA49792","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3111",3111,"UGA49716","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3112",3112,"GAB20328","Rest","65B.xxA","Not reported"
"3113",3113,"GAB20375","Rest","65B.xxA","Not reported"
"3114",3114,"GAB20377","Rest","65B.xxA","Not reported"
"3118",3118,"UGA49729","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3124",3124,"COD14207","IA","65A.xIA","Endemic (under MDA)"
"3125",3125,"UGA49721","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3127",3127,"UGA49738","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3128",3128,"UGA49814","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3141",3141,"COD14283","IA","65A.xIA","Endemic (under MDA)"
"3142",3142,"COD14287","IA","65A.xIA","Endemic (under MDA)"
"3143",3143,"UGA49718","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3146",3146,"GAB20329","Rest","65B.xxA","Not reported"
"3147",3147,"GAB20366","Rest","65B.xxA","Not reported"
"3148",3148,"COD14200","IA","65A.xIA","Endemic (under MDA)"
"3154",3154,"COD13947","IA","65A.xIA","Endemic (under MDA)"
"3157",3157,"GAB20330","Rest","65B.xxA","Not reported"
"3158",3158,"GAB20331","Rest","65B.xxA","Not reported"
"3159",3159,"COD14259","IA","65A.xIA","Endemic (under MDA)"
"3161",3161,"COD14204","IA","65A.xIA","Endemic (under MDA)"
"3176",3176,"COD14293","IA","65A.xIA","Endemic (under MDA)"
"3179",3179,"UGA49779","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3183",3183,"GAB20334","Rest","65B.xxA","Not reported"
"3184",3184,"GAB20363","Rest","65B.xxA","Not reported"
"3186",3186,"UGA49796","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3189",3189,"GAB20332","Rest","65B.xxA","Not reported"
"3190",3190,"COD14284","IA","65A.xIA","Endemic (under MDA)"
"3193",3193,"STP39147","Rest","65A.IDA","Endemic (under MDA)"
"3194",3194,"COG12775","Rest","65B.xxA","Endemic (under MDA)"
"3195",3195,"COD13950","IA","65A.xIA","Endemic (under MDA)"
"3202",3202,"STP39146","Rest","65A.IDA","Endemic (under MDA)"
"3203",3203,"STP39148","Rest","65A.IDA","Endemic (under MDA)"
"3209",3209,"STP39144","Rest","65A.IDA","Endemic (under MDA)"
"3211",3211,"COD13957","IA","65A.xIA","Endemic (under MDA)"
"3212",3212,"COD14290","IA","65A.xIA","Endemic (under MDA)"
"3213",3213,"COD14203","IA","65A.xIA","Endemic (under MDA)"
"3218",3218,"STP39145","Rest","65A.IDA","Endemic (under MDA)"
"3219",3219,"GAB20333","Rest","65B.xxA","Not reported"
"3220",3220,"GAB20369","Rest","65B.xxA","Not reported"
"3224",3224,"GAB20347","Rest","65B.xxA","Not reported"
"3235",3235,"COD14191","IA","65A.xIA","Endemic (under MDA)"
"3243",3243,"COD13908","IA","65A.xIA","Endemic (under MDA)"
"3244",3244,"COD13948","IA","65A.xIA","Endemic (under MDA)"
"3249",3249,"GAB20344","Rest","65B.xxA","Not reported"
"3250",3250,"COD13944","Rest","65B.xxA","Endemic (under MDA)"
"3251",3251,"COD13930","IA","65A.xIA","Endemic (under MDA)"
"3258",3258,"COD13902","Rest","65B.xxA","Endemic (under MDA)"
"3264",3264,"KEN54253","Rest","65A.xDA","Endemic (MDA not delivered)"
"3272",3272,"COD14273","IA","65A.xIA","Endemic (under MDA)"
"3279",3279,"COD14171","IA","65A.xIA","Endemic (under MDA)"
"3287",3287,"COG12768","Rest","65B.xxA","Endemic (under MDA)"
"3293",3293,"COD13959","IA","65A.xIA","Endemic (under MDA)"
"3298",3298,"GAB20335","IA","65A.xIA","Not reported"
"3304",3304,"GAB20346","Rest","65B.xxA","Not reported"
"3326",3326,"GAB20373","Rest","65B.xxA","Not reported"
"3327",3327,"COD13914","IA","65A.xIA","Endemic (under MDA)"
"3333",3333,"GAB20345","Rest","65B.xxA","Not reported"
"3335",3335,"COD14212","IA","65A.xIA","Endemic (under MDA)"
"3340",3340,"GAB20368","Rest","65B.xxA","Not reported"
"3349",3349,"GAB20348","Rest","65B.xxA","Not reported"
"3358",3358,"GAB20367","Rest","65B.xxA","Not reported"
"3359",3359,"COD13951","IA","65A.xIA","Endemic (under MDA)"
"3361",3361,"COD13953","Rest","65B.xxA","Endemic (under MDA)"
"3367",3367,"GAB20353","Rest","65B.xxA","Not reported"
"3368",3368,"COD13860","IA","65A.xIA","Endemic (under MDA)"
"3369",3369,"COD14173","IA","65A.xIA","Endemic (under MDA)"
"3384",3384,"GAB20336","Rest","65B.xxA","Not reported"
"3389",3389,"COD14194","IA","65A.xIA","Endemic (under MDA)"
"3401",3401,"GAB20341","Rest","65B.xxA","Not reported"
"3409",3409,"GAB20370","Rest","65B.xxA","Not reported"
"3417",3417,"GAB20343","Rest","65B.xxA","Not reported"
"3418",3418,"COD14175","IA","65A.xIA","Endemic (under MDA)"
"3421",3421,"GAB20372","Rest","65B.xxA","Not reported"
"3422",3422,"GAB20351","Rest","65B.xxA","Not reported"
"3423",3423,"GAB20342","Rest","65B.xxA","Not reported"
"3424",3424,"GAB20340","Rest","65B.xxA","Not reported"
"3425",3425,"GAB20338","Rest","65B.xxA","Not reported"
"3430",3430,"KEN54254","Rest","65A.xDA","Endemic (MDA not delivered)"
"3434",3434,"GAB20354","Rest","65B.xxA","Not reported"
"3446",3446,"COD13841","IA","65A.xIA","Endemic (under MDA)"
"3447",3447,"COD14187","IA","65A.xIA","Endemic (under MDA)"
"3452",3452,"COD14329","Rest","65B.xxA","Endemic (under MDA)"
"3453",3453,"COD14164","IA","65A.xIA","Endemic (under MDA)"
"3465",3465,"GAB20352","Rest","65B.xxA","Not reported"
"3466",3466,"COD14309","Rest","65B.xxA","Endemic (under MDA)"
"3467",3467,"COD14029","IA","65A.xIA","Endemic (under MDA)"
"3472",3472,"KEN54129","Rest","65A.xDA","Endemic (MDA not delivered)"
"3473",3473,"COD13863","Rest","65B.xxA","Endemic (under MDA)"
"3476",3476,"GAB20337","Rest","65B.xxA","Not reported"
"3478",3478,"COD14053","IA","65A.xIA","Endemic (under MDA)"
"3479",3479,"COD14296","Rest","65B.xxA","Endemic (under MDA)"
"3487",3487,"COD14304","Rest","65B.xxA","Endemic (under MDA)"
"3493",3493,"GAB20350","Rest","65B.xxA","Not reported"
"3494",3494,"COD13867","Rest","65B.xxA","Endemic (under MDA)"
"3495",3495,"COD13856","Rest","65B.xxA","Endemic (under MDA)"
"3497",3497,"KEN54255","Rest","65A.xDA","Endemic (MDA not delivered)"
"3498",3498,"KEN54130","Rest","65A.xDA","Endemic (MDA not delivered)"
"3499",3499,"COD13848","Rest","65B.xxA","Endemic (under MDA)"
"3501",3501,"COD14319","Rest","65B.xxA","Endemic (under MDA)"
"3502",3502,"COD14300","IA","65A.xIA","Endemic (under MDA)"
"3505",3505,"GAB20371","Rest","65B.xxA","Not reported"
"3506",3506,"GAB20356","Rest","65B.xxA","Not reported"
"3507",3507,"GAB20355","Rest","65B.xxA","Not reported"
"3508",3508,"GAB20339","Rest","65B.xxA","Not reported"
"3512",3512,"GAB20349","Rest","65B.xxA","Not reported"
"3513",3513,"COD13821","Rest","65B.xxA","Endemic (under MDA)"
"3517",3517,"COD13854","Rest","65B.xxA","Endemic (under MDA)"
"3518",3518,"COD14326","Rest","65B.xxA","Endemic (under MDA)"
"3524",3524,"COD13820","Rest","65B.xxA","Endemic (under MDA)"
"3528",3528,"GAB20359","Rest","65B.xxA","Not reported"
"3541",3541,"COG12791","IA","65B.xxA","Endemic (under MDA)"
"3542",3542,"COD14165","IA","65A.xIA","Endemic (under MDA)"
"3544",3544,"GAB20362","Rest","65B.xxA","Not reported"
"3551",3551,"GAB20357","Rest","65B.xxA","Not reported"
"3560",3560,"KEN54091","Rest","65A.xDA","Endemic (MDA not delivered)"
"3561",3561,"COD13822","Rest","65B.xxA","Endemic (under MDA)"
"3566",3566,"COD14318","Rest","65B.xxA","Endemic (under MDA)"
"3567",3567,"COD14323","Rest","65B.xxA","Endemic (under MDA)"
"3570",3570,"GAB20358","Rest","65B.xxA","Not reported"
"3572",3572,"COG12828","IA","65B.xxA","Endemic (under MDA)"
"3574",3574,"COD14313","Rest","65B.xxA","Endemic (under MDA)"
"3579",3579,"COD14046","IA","65A.xIA","Endemic (under MDA)"
"3580",3580,"COD14321","Rest","65B.xxA","Endemic (under MDA)"
"3586",3586,"COD14298","Rest","65B.xxA","Endemic (under MDA)"
"3591",3591,"COD13857","Rest","65B.xxA","Endemic (under MDA)"
"3595",3595,"COD14009","IA","65A.xIA","Endemic (under MDA)"
"3602",3602,"COD13844","Rest","65B.xxA","Endemic (under MDA)"
"3613",3613,"COD14305","Rest","65B.xxA","Endemic (under MDA)"
"3620",3620,"KEN54092","Rest","65A.xDA","Endemic (MDA not delivered)"
"3621",3621,"GAB20360","Rest","65B.xxA","Not reported"
"3622",3622,"KEN54250","Rest","65A.xDA","Endemic (MDA not delivered)"
"3628",3628,"KEN54087","Rest","65A.xDA","Endemic (MDA not delivered)"
"3629",3629,"COD13818","IA","65B.xxA","Endemic (under MDA)"
"3634",3634,"KEN54089","Rest","65A.xDA","Endemic (MDA not delivered)"
"3635",3635,"COD13816","IA","65B.xxA","Endemic (under MDA)"
"3639",3639,"COD14027","IA","65A.xIA","Endemic (under MDA)"
"3647",3647,"COG12765","IA","65A.xIA","Endemic (under MDA)"
"3649",3649,"COD14167","IA","65A.xIA","Endemic (under MDA)"
"3652",3652,"TZA46524","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3654",3654,"COG12827","IA","65B.xxA","Endemic (under MDA)"
"3663",3663,"KEN54122","Rest","65A.xDA","Endemic (MDA not delivered)"
"3665",3665,"COD13835","IA","65B.xxA","Endemic (under MDA)"
"3666",3666,"TZA46523","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3671",3671,"TZA46519","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3672",3672,"KEN54088","Rest","65A.xDA","Endemic (MDA not delivered)"
"3673",3673,"GAB20361","Rest","65B.xxA","Not reported"
"3676",3676,"TZA46630","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3677",3677,"KEN54090","Rest","65A.xDA","Endemic (MDA not delivered)"
"3678",3678,"COD14311","Rest","65B.xxA","Endemic (under MDA)"
"3684",3684,"TZA46602","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3685",3685,"KEN54093","Rest","65A.xDA","Endemic (MDA not delivered)"
"3686",3686,"COD14297","Rest","65B.xxA","Endemic (under MDA)"
"3688",3688,"TZA46605","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3690",3690,"COD13829","IA","65B.xxA","Endemic (under MDA)"
"3691",3691,"TZA46607","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3692",3692,"TZA46600","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3696",3696,"COD13824","IA","65B.xxA","Endemic (under MDA)"
"3697",3697,"COD13995","IA","65A.xIA","Endemic (under MDA)"
"3700",3700,"COG12763","IA","65A.xIA","Endemic (under MDA)"
"3707",3707,"TZA46646","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3708",3708,"TZA46520","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3709",3709,"KEN54124","Rest","65A.xDA","Endemic (MDA not delivered)"
"3712",3712,"TZA46606","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3715",3715,"TZA46618","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3718",3718,"TZA46611","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3719",3719,"KEN54123","Rest","65A.xDA","Endemic (MDA not delivered)"
"3722",3722,"COD13823","IA","65B.xxA","Endemic (under MDA)"
"3724",3724,"COD13976","IA","65A.xIA","Endemic (under MDA)"
"3728",3728,"TZA46521","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3729",3729,"COD13886","IA","65A.xIA","Endemic (under MDA)"
"3732",3732,"COD13994","IA","65A.xIA","Endemic (under MDA)"
"3734",3734,"KEN54125","Rest","65A.xDA","Endemic (MDA not delivered)"
"3736",3736,"COG12823","IA","65A.xIA","Endemic (under MDA)"
"3740",3740,"TZA46473","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3741",3741,"AGO02072","Rest","65B.xxA","Endemicity unknown"
"3743",3743,"TZA46619","IA","65A.xIA","Endemic (MDA not delivered)"
"3747",3747,"TZA46603","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3751",3751,"TZA46522","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3753",3753,"COD13827","IA","65B.xxA","Endemic (under MDA)"
"3754",3754,"TZA46616","IA","65A.xIA","Endemic (under MDA)"
"3755",3755,"AGO02073","Rest","65B.xxA","Endemic (MDA not delivered)"
"3759",3759,"COD13895","IA","65A.xIA","Endemic (under MDA)"
"3760",3760,"TZA46599","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3761",3761,"TZA46612","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3764",3764,"TZA46610","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3765",3765,"TZA46609","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3766",3766,"TZA46604","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3767",3767,"COD13897","IA","65B.xxA","Endemic (under MDA)"
"3769",3769,"AGO02213","Rest","65B.xxA","Endemic (MDA not delivered)"
"3770",3770,"COD13874","IA","65A.xIA","Endemic (under MDA)"
"3771",3771,"COD13871","IA","65A.xIA","Endemic (under MDA)"
"3774",3774,"TZA46626","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3775",3775,"COD13882","IA","65B.xxA","Endemic (under MDA)"
"3776",3776,"COD13881","IA","65B.xxA","Endemic (under MDA)"
"3780",3780,"TZA46471","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"3782",3782,"COD13898","IA","65B.xxA","Endemic (under MDA)"
"3784",3784,"COD13861","IA","65A.xIA","Endemic (under MDA)"
"3785",3785,"TZA46620","IA","65A.xIA","Endemic (under post-intervention surveillance)"
